,article_name,country,rev_id,article_quality,Population mid-2018 (millions)
13265,Bahaedin Adab,Iran,792301043.0,Start,81.6
13266,Mousa Qorbani,Iran,792301252.0,Stub,81.6
13267,Amir Nosrat'ollah Balakhanlou,Iran,792320469.0,Start,81.6
13268,Mahammad Ali Tarbiat,Iran,792325233.0,Stub,81.6
13269,Mohammad Khiabani,Iran,792325915.0,Start,81.6
13270,Jamshid Bahman Jamshidian,Iran,792347771.0,Start,81.6
13271,Ali Mansur,Iran,792393990.0,Stub,81.6
13272,Mohammad Sa'ed,Iran,792394184.0,Start,81.6
13273,Ebrahim Hakimi,Iran,792394356.0,Start,81.6
13274,Ali Soheili,Iran,792394645.0,Start,81.6
13275,Ahmad Matin-Daftari,Iran,792394849.0,Stub,81.6
13276,Mahmoud Djam,Iran,792394899.0,Start,81.6
13277,Abdol Majid Mirza,Iran,792395261.0,Stub,81.6
13278,Mohammad Vali Khan Tonekaboni,Iran,792395287.0,C,81.6
13279,Abolqasem Naser ol-Molk,Iran,792395415.0,Stub,81.6
13280,Mirza Ali Asghar Khan Amin al-Soltan,Iran,792395534.0,Start,81.6
13281,Morteza Gholi Khan Hedayat,Iran,792396057.0,Stub,81.6
13282,Majid Khodabakhsh,Iran,792428154.0,Stub,81.6
13283,Parviz Kazemi,Iran,792438683.0,Stub,81.6
13284,Alireza Novin,Iran,792592971.0,Stub,81.6
13285,Sadegh Kharazi,Iran,792865527.0,Start,81.6
13286,Ali Shakouri-Rad,Iran,792866617.0,Stub,81.6
13287,Nasrollah Pejmanfar,Iran,792871675.0,Stub,81.6
13288,Hossein Naghavi-Hosseini,Iran,792873948.0,Stub,81.6
13289,Ahmad Khorram,Iran,792905760.0,Stub,81.6
13290,Shamseddin Hosseini,Iran,792908354.0,Start,81.6
13291,Ali Khatami,Iran,792909961.0,Stub,81.6
13292,Zahra Rahnavard,Iran,792927211.0,Start,81.6
13293,Abolfazl Ghadyani,Iran,792931453.0,Stub,81.6
13294,Hekmat E Shirazi,Iran,792937686.0,Start,81.6
13295,Ali Abdolalizadeh,Iran,792947364.0,Stub,81.6
13296,Mahmoud Bahmani,Iran,793052312.0,Start,81.6
13297,Mohammad-Hashem Mohaymeni,Iran,793070297.0,Stub,81.6
13298,Mirza Hassan Khan Esfandiary,Iran,793083538.0,Stub,81.6
13299,Mohammad-Ali Najafi (born 1956),Iran,793123637.0,Stub,81.6
13300,Mohammad-Reza Tavassoli,Iran,793317318.0,Stub,81.6
13301,Mohsen Sadr,Iran,793349843.0,Start,81.6
13302,Fatemeh Alia,Iran,793375669.0,Stub,81.6
13303,Ali-Qoli Khan Bakhtiari,Iran,793478248.0,Start,81.6
13304,Jafar Kashani,Iran,793509843.0,Stub,81.6
13305,Nasser Biria,Iran,793556594.0,Start,81.6
13306,Mohammad-Javad Abtahi,Iran,793572228.0,Stub,81.6
13307,Reza Ostadi,Iran,793578865.0,Stub,81.6
13308,Zohreh Elahian,Iran,793582825.0,Stub,81.6
13309,Jalal ed-Din Amir Chakhmaq Shami,Iran,793660106.0,Stub,81.6
13310,Akbar Atri,Iran,793667630.0,Start,81.6
13311,Ali-Ashraf Abdollah Porihoseini,Iran,793709493.0,Stub,81.6
13312,Template:Akbar Hashemi Rafsanjani,Iran,793718261.0,Stub,81.6
13313,Mohammad-Ali Taskhiri,Iran,793733221.0,Stub,81.6
13314,Reza Zavare'i,Iran,794053541.0,Stub,81.6
13315,Gholam-Hossein Nozari,Iran,794058409.0,Start,81.6
13316,Ali-Asghar Fani,Iran,794059560.0,Stub,81.6
13317,Hossein Mozaffar,Iran,794059867.0,Stub,81.6
13318,Hassan Tarighat Monfared,Iran,794063305.0,Stub,81.6
13319,Alireza Marandi,Iran,794063460.0,Start,81.6
13320,Kazem Sami,Iran,794063493.0,Start,81.6
13321,Mahmoud Goudarzi,Iran,794068344.0,Stub,81.6
13322,Monireh Gorji,Iran,794073095.0,Stub,81.6
13323,Abdul-Karim Mousavi Ardebili,Iran,794073116.0,Stub,81.6
13324,Yadollah Sahabi,Iran,794073272.0,Stub,81.6
13325,Mohammad Beheshti Shirazi,Iran,794389289.0,Stub,81.6
13326,Hossein-Ali Amiri,Iran,794390140.0,Stub,81.6
13327,Mohammad-Ali Shahidi,Iran,794393283.0,Start,81.6
13328,Nasser Farbod,Iran,794404252.0,Stub,81.6
13329,Ja'far Kavian,Iran,794415791.0,Stub,81.6
13330,Alireza Zakani,Iran,794491534.0,Stub,81.6
13331,Mehdi Kouchakzadeh,Iran,794491594.0,Start,81.6
13332,Javad Karimi-Ghodousi,Iran,794493069.0,Stub,81.6
13333,Hossein-Ali Haji-Deligani,Iran,794493099.0,Stub,81.6
13334,Nader Ghazipour,Iran,794493152.0,Stub,81.6
13335,Shapour Marhaba,Iran,794495200.0,Start,81.6
13336,National Security and Nuclear Diplomacy,Iran,794506687.0,C,81.6
13337,Masoud Roghani Zanjani,Iran,794662327.0,Stub,81.6
13338,Majid Ansari,Iran,794691005.0,Stub,81.6
13339,Hossein Allahkaram,Iran,794715522.0,Stub,81.6
13340,Morteza Bank,Iran,794755464.0,Stub,81.6
13341,Salman Khodadadi,Iran,794757922.0,Stub,81.6
13342,Mohammad Dehghan,Iran,794758050.0,Stub,81.6
13343,Abdolreza Hashemzaei,Iran,794894567.0,Stub,81.6
13344,Mohammad Reza Najafi,Iran,794894597.0,Stub,81.6
13345,Davoud Mohammadi,Iran,794894607.0,Stub,81.6
13346,Mohsen Alijani-Zamani,Iran,794894617.0,Stub,81.6
13347,Ahmad Mazani,Iran,794894624.0,Stub,81.6
13348,Farid Mousavi,Iran,794894636.0,Stub,81.6
13349,Tayebeh Siavoshi,Iran,794894641.0,Stub,81.6
13350,Mohammad Javad Fathi,Iran,794894652.0,Stub,81.6
13351,Fatemeh Zolghadr,Iran,794894661.0,Stub,81.6
13352,Parvaneh Mafi,Iran,794894676.0,Stub,81.6
13353,Mohammad Ali Vakili,Iran,794894686.0,Stub,81.6
13354,Mehdi Sheykh,Iran,794894964.0,Stub,81.6
13355,Fatemeh Saeidi,Iran,794894970.0,Stub,81.6
13356,Gholamreza Heydari,Iran,794894979.0,Stub,81.6
13357,Parvaneh Salahshouri,Iran,794894990.0,Start,81.6
13358,Fatemeh Hosseini,Iran,794895225.0,Stub,81.6
13359,Farideh Oladghobad,Iran,794895258.0,Stub,81.6
13360,Mohsen Mehralizadeh,Iran,794925291.0,Start,81.6
13361,Mohammad-Hassan Malekmadani,Iran,795006374.0,Stub,81.6
13362,Mohammad Hashemi Rafsanjani,Iran,795047613.0,Stub,81.6
13363,Abdallah Mazandarani,Iran,795218982.0,Start,81.6
13364,Zahra Ahmadipour,Iran,795324226.0,Stub,81.6
13365,Council for Spreading Mahmoud Ahmadinejad's Thoughts,Iran,795341053.0,Stub,81.6
13366,Mohammad Dadkan,Iran,795363773.0,C,81.6
13367,Ghorbanali Dorri-Najafabadi,Iran,795466171.0,Start,81.6
13368,Nizam al-Mulk,Iran,795580039.0,C,81.6
13369,Mohammad Ali Hosseini,Iran,795690800.0,Stub,81.6
13370,Hassan Ghashghavi,Iran,795693604.0,Stub,81.6
13371,Mohammad-Hassan Aboutorabi Fard,Iran,795694318.0,Stub,81.6
13372,Shahabedin Sadr,Iran,795694420.0,Stub,81.6
13373,Reza Hekmat,Iran,795696013.0,Stub,81.6
13374,Ali Movahedi-Kermani,Iran,795698474.0,Start,81.6
13375,Asghar Dirbaz,Iran,795826941.0,Stub,81.6
13376,Mohammad-Reza Ashtiani Araghi,Iran,796099678.0,Stub,81.6
13377,Ebrahim Azizi,Iran,796189872.0,Stub,81.6
13378,Elias Hazrati,Iran,796189991.0,Start,81.6
13379,Hossein Marashi,Iran,796226486.0,Start,81.6
13380,Ali Mohammad Noorian,Iran,796229158.0,Stub,81.6
13381,Sakineh Almasi,Iran,796290610.0,Stub,81.6
13382,Reza Salehi Amiri,Iran,796358607.0,Stub,81.6
13383,Mohammad Shariatmadari,Iran,796366243.0,C,81.6
13384,Ahmad Motamedi,Iran,796367746.0,Stub,81.6
13385,Aide to the President of Iran,Iran,796368177.0,Stub,81.6
13386,Presidential Administration of Iran,Iran,796390016.0,Start,81.6
13387,Mohammad Farhadi,Iran,796394687.0,Stub,81.6
13388,Template:Hassan Rouhani,Iran,796409898.0,Stub,81.6
13389,2007 Gasoline Rationing Plan in Iran,Iran,796518216.0,C,81.6
13390,Arash Hosseini Milani,Iran,796559611.0,Stub,81.6
13391,Ali E'ta,Iran,796559754.0,Stub,81.6
13392,Mohammad Salari,Iran,796560093.0,Stub,81.6
13393,Elham Fakhari,Iran,796560282.0,Stub,81.6
13394,Mohammad Alikhani (politician),Iran,796560284.0,Stub,81.6
13395,Mohammad Mehdi Mofatteh,Iran,796561883.0,Stub,81.6
13396,Abbas Jadidi,Iran,796561907.0,Start,81.6
13397,Mohsen Sorkhou,Iran,796561944.0,Stub,81.6
13398,Ahmad Hakimipour,Iran,796562123.0,Stub,81.6
13399,Gholamreza Ansari,Iran,796562136.0,Stub,81.6
13400,Rasoul Khadem,Iran,796562806.0,Start,81.6
13401,Jamileh Kadivar,Iran,796563167.0,Stub,81.6
13402,Davoud Soleymani,Iran,796563744.0,Stub,81.6
13403,Mohammad Gharazi,Iran,796563803.0,Start,81.6
13404,Mahmoud Mohammadi (diplomat),Iran,796604310.0,Stub,81.6
13405,Ali Fallahian,Iran,796605942.0,C,81.6
13406,Amir Abedini,Iran,796606683.0,Stub,81.6
13407,Ali Akbar Velayati,Iran,796607480.0,C,81.6
13408,Gholam Reza Aghazadeh,Iran,796682433.0,Start,81.6
13409,Ali Saeedlou,Iran,796688723.0,Start,81.6
13410,Ahmad Shirzad,Iran,796696047.0,Stub,81.6
13411,Reza Rahmani,Iran,796738430.0,Stub,81.6
13412,Template:Mahmoud Ahmadinejad,Iran,796742005.0,Stub,81.6
13413,Mohammad Mojabi,Iran,796766721.0,Stub,81.6
13414,Shahrbanoo Amani,Iran,796822743.0,Stub,81.6
13415,Mohammad-Javad Haghshenas,Iran,796822748.0,Stub,81.6
13416,Mahmoud Mirlohi,Iran,796822867.0,Stub,81.6
13417,Mahnoosh Motamedi Azari,Iran,796831400.0,Stub,81.6
13418,Masoumeh Abad,Iran,796832507.0,Start,81.6
13419,Alireza Dabir,Iran,796832558.0,Start,81.6
13420,Shahram Dabiri Oskuei,Iran,796837798.0,Start,81.6
13421,Abdolreza Rahmani Fazli,Iran,796845826.0,C,81.6
13422,Mohammad Reza Badamchi,Iran,796847087.0,Stub,81.6
13423,Gholam Ali Jafarzadeh,Iran,796868744.0,Stub,81.6
13424,Lotfollah Meisami,Iran,796871607.0,Start,81.6
13425,Hassan Bayadi,Iran,796875190.0,Stub,81.6
13426,Seyyed Ebrahim Amini,Iran,796878903.0,Stub,81.6
13427,Khosro Daneshjou,Iran,796882635.0,Stub,81.6
13428,Mojtaba Shakeri,Iran,796885078.0,Stub,81.6
13429,Mohammad Atrianfar,Iran,796887256.0,Start,81.6
13430,Rahmatollah Khosravi,Iran,796887475.0,Stub,81.6
13431,Abbas Duzduzani,Iran,796887565.0,Start,81.6
13432,Saeid Daghighi,Iran,796888006.0,Start,81.6
13433,Shakur Akbarnejad,Iran,796888070.0,Stub,81.6
13434,Hadi Bahadori,Iran,796888865.0,Stub,81.6
13435,Ahmad Amirabadi,Iran,796889334.0,Start,81.6
13436,Advisor to the President of Iran,Iran,796899599.0,Start,81.6
13437,Mohammad Esmaeil Saeidi,Iran,796902001.0,Stub,81.6
13438,Shahabaddin Bimeghdar,Iran,796902302.0,Stub,81.6
13439,Mohammad Hossein Farhanghi,Iran,796902704.0,Stub,81.6
13440,Zahra Saei,Iran,796903407.0,Start,81.6
13441,Jamshid Ansari,Iran,796903652.0,Stub,81.6
13442,Mohammad Esmaeili,Iran,796904327.0,Stub,81.6
13443,Mohsen Alimardani,Iran,796904341.0,Stub,81.6
13444,Kamaladdin Pirmoazzen,Iran,796905880.0,Stub,81.6
13445,Mostafa Afzalifard,Iran,796906106.0,Stub,81.6
13446,Reza Karimi (politician),Iran,796906801.0,Stub,81.6
13447,Sodeif Badri,Iran,796907614.0,Stub,81.6
13448,Mohammad Feyzi,Iran,796907877.0,Stub,81.6
13449,"Akbar Hashemi Rafsanjani presidential campaign, 2013",Iran,796931365.0,C,81.6
13450,Hossein Fardoust,Iran,796937454.0,C,81.6
13451,Ali Akbar Mohtashamipur,Iran,796945117.0,C,81.6
13452,Sadollah Nasiri Gheydari,Iran,796990295.0,Start,81.6
13453,Arash Miresmaeili,Iran,796997794.0,C,81.6
13454,Azadeh Shafiq,Iran,797021302.0,Start,81.6
13455,Abdolvahed Mousavi Lari,Iran,797027368.0,Stub,81.6
13456,Elaheh Rastgou,Iran,797076595.0,C,81.6
13457,Ali Saberi,Iran,797084475.0,Stub,81.6
13458,Ali Soufi,Iran,797084602.0,Stub,81.6
13459,Abdollah Javadi-Amoli,Iran,797217235.0,C,81.6
13460,Haj Ali Razmara,Iran,797241192.0,C,81.6
13461,Fatemeh Rakeei,Iran,797265561.0,Stub,81.6
13462,Zahra Nejadbahram,Iran,797267764.0,Stub,81.6
13463,Abulhassan Navab,Iran,797288875.0,Stub,81.6
13464,Controversies of Mahmoud Ahmadinejad,Iran,797289765.0,C,81.6
13465,List of female members of the Islamic Consultative Assembly,Iran,797372983.0,Start,81.6
13466,Alireza Monadi,Iran,797394304.0,Stub,81.6
13467,Mahmoud Abbaszadeh Meshkini,Iran,797394313.0,Stub,81.6
13468,Hassan Sobhani,Iran,797394384.0,Start,81.6
13469,Ghasem Sholeh-Saadi,Iran,797394412.0,Stub,81.6
13470,Ali Akbar Javanfekr,Iran,797394636.0,Start,81.6
13471,Effat Marashi,Iran,797418650.0,Stub,81.6
13472,Fakhrossadat Mohtashamipour,Iran,797464630.0,Stub,81.6
13473,Fatemeh Bodaghi,Iran,797468673.0,Stub,81.6
13474,Fatemeh Hashemi Rafsanjani,Iran,797468681.0,Stub,81.6
13475,Maryam Mojtahedzadeh,Iran,797497426.0,Stub,81.6
13476,Zahra Shojaei,Iran,797497721.0,Start,81.6
13477,Zohreh Tabibzadeh-Nouri,Iran,797497956.0,Stub,81.6
13478,List of female members of the Cabinet of Iran,Iran,797499103.0,Start,81.6
13479,Mojtaba Samareh Hashemi,Iran,797508479.0,Start,81.6
13480,Ali Larijani,Iran,797556144.0,C,81.6
13481,Imam-Quli Khan,Iran,797583203.0,C,81.6
13482,World Against Violence and Extremism,Iran,797624191.0,Stub,81.6
13483,Ali Banaei,Iran,797626840.0,Start,81.6
13484,Ali-Akbar Zargham,Iran,797626982.0,Start,81.6
13485,To the Youth in Western Countries,Iran,797664923.0,Start,81.6
13486,Bibi Maryam Bakhtiari,Iran,797670807.0,Start,81.6
13487,Qasem Ravanbakhsh,Iran,797706952.0,Start,81.6
13488,Seyyed Abdollah Behbahani,Iran,797707401.0,C,81.6
13489,Seyyed Mehdi Hashemi,Iran,797707434.0,Stub,81.6
13490,Mohammad Haghani,Iran,797727481.0,Stub,81.6
13491,Hadi Khamenei,Iran,797801463.0,C,81.6
13492,Hasan Nazih,Iran,797818926.0,C,81.6
13493,Hassan Ghafourifard,Iran,797819358.0,Start,81.6
13494,Morteza Zarringol,Iran,797856454.0,Stub,81.6
13495,Hojjat Nazari,Iran,797860336.0,Stub,81.6
13496,Saeed Jalili,Iran,797875585.0,C,81.6
13497,Amir Hossein Jahanshahi,Iran,797902368.0,C,81.6
13498,Kazem Jalali,Iran,797907122.0,Stub,81.6
13499,Ahmad Tavakkoli,Iran,797907342.0,C,81.6
13500,Rostam Ghasemi,Iran,797912618.0,Start,81.6
13501,Manutchehr Salimi,Iran,797960934.0,Stub,81.6
13502,Alireza Avayi,Iran,797965986.0,Stub,81.6
13503,Hasan Ali Khan Garroosy,Iran,798045778.0,Stub,81.6
13504,Hassan Emami,Iran,798067275.0,Start,81.6
13505,Abdullah Moazzami,Iran,798067329.0,Stub,81.6
13506,Hossein Pirnia,Iran,798067415.0,Stub,81.6
13507,Esmail Momtaz od-Dowleh,Iran,798067443.0,Stub,81.6
13508,Hossein Dadgar,Iran,798067529.0,Stub,81.6
13509,Afshin Habibzadeh,Iran,798074611.0,Stub,81.6
13510,Naser al-Din Shah Qajar,Iran,798108767.0,C,81.6
13511,Mohammad-Javad Azari Jahromi,Iran,798165401.0,Start,81.6
13512,Nasser Moghadam,Iran,798227908.0,Stub,81.6
13513,Hossein Nejabat,Iran,798239222.0,Stub,81.6
13514,Abbas Salehi,Iran,798259646.0,Stub,81.6
13515,Kamran Bagheri Lankarani,Iran,798303359.0,Stub,81.6
13516,Masoud Pezeshkian,Iran,798343576.0,Start,81.6
13517,Javad Shahrestani,Iran,798373981.0,Stub,81.6
13518,Ali Asghar Mounesan,Iran,798376847.0,Stub,81.6
13519,Hossein Ghorbanzadeh,Iran,798424099.0,Stub,81.6
13520,Yonathan Betkolia,Iran,798426814.0,Stub,81.6
13521,Hamzeh Shakib,Iran,798521474.0,Stub,81.6
13522,Mahmoud Khosravivafa,Iran,798524621.0,Stub,81.6
13523,Nader Shariatmadari,Iran,798526589.0,Stub,81.6
13524,Hassan Ziari,Iran,798526669.0,Stub,81.6
13525,Khalil Maleki,Iran,798528014.0,Start,81.6
13526,"Mostafa Hashemitaba presidential campaign, 2017",Iran,798533640.0,Stub,81.6
13527,Davoud Hermidas-Bavand,Iran,798570513.0,Start,81.6
13528,Asghar Parsa,Iran,798574254.0,Stub,81.6
13529,Dariush Forouhar,Iran,798574475.0,Start,81.6
13530,Isa Kalantari,Iran,798620275.0,Stub,81.6
13531,Mehrdad Bazrpash,Iran,798700885.0,Start,81.6
13532,Sheikh Fazlollah Noori,Iran,798765932.0,C,81.6
13533,Mahmoud Ahmadinejad and the 1979 hostage crisis,Iran,798870462.0,C,81.6
13534,Mahmoud Ahmadinejad's letter to George W. Bush,Iran,798870474.0,C,81.6
13535,Anoushiravan Mirza,Iran,798905328.0,B,81.6
13536,Ali Akbar Bahman,Iran,798907214.0,B,81.6
13537,Mohammad Bagher Zolghadr,Iran,799022786.0,Start,81.6
13538,Mohammad Khatami's reforms,Iran,799022935.0,C,81.6
13539,Mohammad Montazeri,Iran,799022967.0,GA,81.6
