,article_name,country,rev_id,article_quality,Population mid-2018 (millions)
39270,Assane Seck,Senegal,789971951.0,Stub,16.3
39271,Abbas Gueye,Senegal,793540547.0,Stub,16.3
39272,Maïmouna Sourang Ndir,Senegal,795395848.0,Start,16.3
39273,Léopold Sédar Senghor,Senegal,796981018.0,B,16.3
39274,Aminata Touré,Senegal,797033657.0,Start,16.3
39275,Mame Madior Boye,Senegal,797035392.0,C,16.3
39276,Demba Diop,Senegal,799544512.0,Start,16.3
39277,Mamadou Dia,Senegal,799787557.0,Start,16.3
39278,Awa Marie Coll-Seck,Senegal,799914470.0,Start,16.3
39279,Mansour Faye,Senegal,801598389.0,Stub,16.3
39280,Blaise Diagne,Senegal,801603192.0,Start,16.3
39281,Armand-Pierre Angrand,Senegal,801603315.0,Stub,16.3
39282,Lamine Guèye,Senegal,801603350.0,C,16.3
39283,Arame Diène,Senegal,802275695.0,Stub,16.3
39284,Aïda Mbaye,Senegal,802276338.0,Stub,16.3
39285,Alioune Sarr,Senegal,802290626.0,C,16.3
39286,Youssou Diagne,Senegal,802290986.0,Stub,16.3
39287,Ramatoulaye Seck,Senegal,802333533.0,Stub,16.3
39288,Mata Sy Diallo,Senegal,803518102.0,Stub,16.3
39289,Awa Thiam,Senegal,803527796.0,Stub,16.3
39290,Amadou-Mahtar M'Bow,Senegal,805301599.0,Start,16.3
39291,Safiatou Thiam,Senegal,805521326.0,Start,16.3
39292,Aminata Mbengue Ndiaye,Senegal,806288103.0,Stub,16.3
39293,Template:Brazil-activist-stub,Brazil,621495219.0,Stub,209.4
39294,Waldemir Moka,Brazil,639471171.0,Stub,209.4
39295,Template:Brazil-diplomat-stub,Brazil,666992156.0,Stub,209.4
39296,Template:Brazil-mayor-stub,Brazil,666993286.0,Stub,209.4
39297,Template:Brazil-politician-stub,Brazil,666993638.0,Stub,209.4
39298,Jerônima Mesquita,Brazil,683020488.0,Stub,209.4
39299,Horácio de Matos,Brazil,683946857.0,Stub,209.4
39300,Aníbal Diniz,Brazil,685720694.0,Stub,209.4
39301,João Alberto de Souza,Brazil,692475749.0,Stub,209.4
39302,Rafael Tobias de Aguiar,Brazil,693179500.0,Stub,209.4
39303,Raimundo Colombo,Brazil,701832149.0,Stub,209.4
39304,Israel Pinheiro da Silva,Brazil,704954450.0,Stub,209.4
39305,Augusto Farias,Brazil,705001594.0,Stub,209.4
39306,Ana Rita Esgário,Brazil,705619664.0,Stub,209.4
39307,Benjamin Zymler,Brazil,705951934.0,Stub,209.4
39308,José Américo de Almeida,Brazil,706406973.0,Stub,209.4
39309,Márcio Thomaz Bastos,Brazil,706414315.0,Stub,209.4
39310,Paulo Afonso Evangelista Vieira,Brazil,706772371.0,Stub,209.4
39311,Luciano Bivar,Brazil,708255609.0,Stub,209.4
39312,Paulo Marques,Brazil,708908404.0,Stub,209.4
39313,Florêncio Carlos de Abreu e Silva,Brazil,709651309.0,Stub,209.4
39314,Lourival Fontes,Brazil,710924239.0,Stub,209.4
39315,Silas Rondeau,Brazil,711223452.0,Stub,209.4
39316,Ruy Hellmeister Novais,Brazil,712180859.0,Stub,209.4
39317,Marcílio Marques Moreira,Brazil,712779639.0,Stub,209.4
39318,José Horácio Costa,Brazil,712826895.0,Stub,209.4
39319,Henrique da Silva Coutinho,Brazil,712826957.0,Stub,209.4
39320,Antonio Gomez Aguirre,Brazil,712827067.0,Stub,209.4
39321,Argeu Hortêncio Monjardim,Brazil,712835269.0,Stub,209.4
39322,Marcelo Vasconcelos,Brazil,713377910.0,Stub,209.4
39323,Célio de Castro,Brazil,714890716.0,Stub,209.4
39324,Francisco José Pinheiro,Brazil,715459766.0,Start,209.4
39325,Pinheiro Machado (politician),Brazil,715561395.0,Stub,209.4
39326,Nilcéia Freire,Brazil,716265736.0,C,209.4
39327,Coelho Neto,Brazil,716667894.0,C,209.4
39328,Francisco Luiz Sibut Gomide,Brazil,717514272.0,Stub,209.4
39329,Cristiano Machado,Brazil,717699933.0,Stub,209.4
39330,Joao de Sousa Campos,Brazil,717711363.0,Stub,209.4
39331,Jose de Sousa Campos,Brazil,717711367.0,Stub,209.4
39332,Armando Falcão,Brazil,717843341.0,Stub,209.4
39333,Ronaldo Mota Sardenberg,Brazil,717905531.0,Stub,209.4
39334,José Fragelli,Brazil,718254770.0,Start,209.4
39335,Ricardo Berzoini,Brazil,718392987.0,Stub,209.4
39336,"Joaquim Rodrigues Torres, Viscount of Itaboraí",Brazil,718716436.0,Stub,209.4
39337,Jorge Kalume,Brazil,719021179.0,Stub,209.4
39338,Antônio Vicente da Fontoura,Brazil,719489029.0,B,209.4
39339,Ramiro Saraiva Guerreiro,Brazil,719556032.0,Stub,209.4
39340,João Augusto de Araújo Castro,Brazil,720384907.0,Stub,209.4
39341,Simão Jatene,Brazil,720452927.0,Stub,209.4
39342,List of Brazilian regents,Brazil,720786838.0,Start,209.4
39343,Irton Marx,Brazil,720999159.0,Stub,209.4
39344,Iolanda Fleming,Brazil,721483666.0,Stub,209.4
39345,Carlota Pereira de Queirós,Brazil,722705539.0,Stub,209.4
39346,Fernando Lyra,Brazil,722845139.0,Stub,209.4
39347,"Marcos Antônio de Araújo, Viscount of Itajubá",Brazil,723853921.0,Stub,209.4
39348,Ana Maria Rangel,Brazil,723877546.0,Start,209.4
39349,Sérgio Guerra,Brazil,724195477.0,Stub,209.4
39350,José Barroso Pimentel,Brazil,724227231.0,Stub,209.4
39351,Luís Antônio Fleury Filho,Brazil,725000988.0,Stub,209.4
39352,Ricardo Coutinho,Brazil,726679949.0,Stub,209.4
39353,Ângela Guadagnin,Brazil,726757308.0,Start,209.4
39354,Odilon Braga,Brazil,726816628.0,Stub,209.4
39355,Antônio de Sousa Neto,Brazil,728013907.0,Stub,209.4
39356,Joaquim Gomes de Souza,Brazil,728184635.0,Start,209.4
39357,Renato Casagrande,Brazil,728994062.0,Stub,209.4
39358,Antônio Ricardo dos Santos,Brazil,729189991.0,Start,209.4
39359,Manuel Vitorino,Brazil,729456802.0,Stub,209.4
39360,List of Senators of São Paulo,Brazil,730014692.0,Stub,209.4
39361,João Mangabeira,Brazil,730794140.0,Start,209.4
39362,João Mansur,Brazil,730795394.0,Stub,209.4
39363,Ana Julia Carepa,Brazil,730795471.0,Stub,209.4
39364,Hélio Gueiros,Brazil,730795492.0,Stub,209.4
39365,Renato Archer,Brazil,732415690.0,Stub,209.4
39366,José Carlos da Silva Mayrink Ferrão,Brazil,732438356.0,Start,209.4
39367,Paulo Rocha (politician),Brazil,733585785.0,Stub,209.4
39368,Garibaldi Alves,Brazil,733588006.0,Stub,209.4
39369,Regina Sousa,Brazil,733589803.0,Stub,209.4
39370,Raimundo Lira,Brazil,733592360.0,Stub,209.4
39371,Dalirio Beber,Brazil,733605391.0,Stub,209.4
39372,Fátima Bezerra,Brazil,733646947.0,Stub,209.4
39373,Ataídes Oliveira,Brazil,733812912.0,Stub,209.4
39374,Ângela Portela,Brazil,733914067.0,Stub,209.4
39375,Roberto Muniz (politician),Brazil,734351971.0,Stub,209.4
39376,Wilder Morais,Brazil,734353865.0,Stub,209.4
39377,Otto Alencar,Brazil,734936505.0,Stub,209.4
39378,Armando Monteiro,Brazil,734962885.0,Stub,209.4
39379,José Reguffe,Brazil,734969465.0,Stub,209.4
39380,Benjamin Constant (Brazil),Brazil,735717385.0,Stub,209.4
39381,José Martiniano Pereira de Alencar,Brazil,735718266.0,Stub,209.4
39382,"Leonel Martiniano de Alencar, Baron of Alencar",Brazil,735718282.0,Stub,209.4
39383,Lídice da Mata,Brazil,735747133.0,Stub,209.4
39384,Lúcia Vânia Abrão Costa,Brazil,735747161.0,Stub,209.4
39385,Rose de Freitas,Brazil,735758729.0,Stub,209.4
39386,João Batista Oliveira de Araujo,Brazil,736028395.0,Stub,209.4
39387,Edmilson Rodrigues,Brazil,736028451.0,Stub,209.4
39388,Jorge Roberto Silveira,Brazil,736507227.0,Stub,209.4
39389,Max Rosenmann,Brazil,736507632.0,Stub,209.4
39390,Waldez Góes,Brazil,736598627.0,Stub,209.4
39391,Bernardino de Sousa Monteiro,Brazil,736623702.0,Stub,209.4
39392,Florentino Ávidos,Brazil,736623859.0,Stub,209.4
39393,Marcondes Alves de Sousa,Brazil,736623911.0,Stub,209.4
39394,Nilmário Miranda,Brazil,736625151.0,Stub,209.4
39395,Gilvam Borges,Brazil,736649163.0,Stub,209.4
39396,Homero de Miranda Leão,Brazil,736805988.0,Stub,209.4
39397,José Alves de Cerqueira César,Brazil,736878021.0,Stub,209.4
39398,Paulo Delgado,Brazil,736878856.0,Stub,209.4
39399,"Gastão d'Escragnolle, Baron d'Escragnolle",Brazil,736963165.0,Stub,209.4
39400,Galdino Teixeira de Barros Loreto,Brazil,736964328.0,Stub,209.4
39401,Franklin Gomes Souto,Brazil,737050740.0,Stub,209.4
39402,Adhemar de Barros,Brazil,737149471.0,Start,209.4
39403,Newton Cardoso Jr.,Brazil,737297018.0,Stub,209.4
39404,Governor of Pernambuco,Brazil,737491143.0,Stub,209.4
39405,Custódio José de Melo,Brazil,737726740.0,Stub,209.4
39406,Cinthia Régia Gomes do Livramento,Brazil,737795855.0,Stub,209.4
39407,Antônio Carlos Valadares,Brazil,737832230.0,Stub,209.4
39408,Ana Amélia Lemos,Brazil,737851506.0,Start,209.4
39409,Cândido Mendes de Almeida,Brazil,737857639.0,Start,209.4
39410,Urbano Santos da Costa Araújo,Brazil,737954839.0,Stub,209.4
39411,Francisco de Assis Rosa e Silva,Brazil,737954898.0,Stub,209.4
39412,Hélio José,Brazil,737962496.0,Stub,209.4
39413,Gustavo Petta,Brazil,737962560.0,Stub,209.4
39414,Gilberto Mestrinho,Brazil,738208634.0,Stub,209.4
39415,Simone Tebet,Brazil,738212926.0,Stub,209.4
39416,Acir Gurgacz,Brazil,738337814.0,Stub,209.4
39417,Teotonio Vilela Filho,Brazil,738542354.0,Stub,209.4
39418,João Alves Filho,Brazil,738611368.0,Stub,209.4
39419,Renato Rabelo,Brazil,738615122.0,Stub,209.4
39420,José de Magalhães Pinto,Brazil,738619096.0,Stub,209.4
39421,Severino Cavalcanti,Brazil,738619252.0,Stub,209.4
39422,Constante Gomes Sodré,Brazil,738628687.0,Stub,209.4
39423,Beto Richa,Brazil,738733839.0,Stub,209.4
39424,Bernardo Vieira de Melo,Brazil,738799879.0,Stub,209.4
39425,Cipriano Barata,Brazil,738801802.0,Stub,209.4
39426,Vicentinho Alves,Brazil,739117347.0,Stub,209.4
39427,Sérgio Petecão,Brazil,739119076.0,Stub,209.4
39428,Neudo Ribeiro Campos,Brazil,739121400.0,Stub,209.4
39429,Paulo Bauer,Brazil,739248918.0,Stub,209.4
39430,Uladislau Herculano de Freitas,Brazil,739267903.0,Stub,209.4
39431,Lélia Gonzalez,Brazil,739446136.0,Start,209.4
39432,Fernando de Melo Viana,Brazil,740359292.0,Stub,209.4
39433,Waldir Pires,Brazil,740608867.0,Stub,209.4
39434,Vital Soares,Brazil,742023854.0,Stub,209.4
39435,José Armando Ribeiro de Paula,Brazil,742470827.0,Stub,209.4
39436,Jorge Tibiriçá Piratininga,Brazil,742774083.0,Start,209.4
39437,Henrique de Beaurepaire-Rohan,Brazil,743180124.0,Stub,209.4
39438,Jarbas Vasconcelos,Brazil,743180518.0,Stub,209.4
39439,Bernardo de Sousa Campos,Brazil,743567591.0,Stub,209.4
39440,Dário Berger,Brazil,743633180.0,Stub,209.4
39441,Tarcisio Feitosa da Silva,Brazil,743820414.0,Stub,209.4
39442,Rui Costa (politician),Brazil,744347166.0,Stub,209.4
39443,Eros Araújo,Brazil,744724787.0,Stub,209.4
39444,Néria Lúcio Buzatto,Brazil,744782449.0,Start,209.4
39445,Fernando de Mascarenhas,Brazil,744783937.0,Stub,209.4
39446,Benedito de Lira,Brazil,744906052.0,Stub,209.4
39447,José de Melo Carvalho Muniz Freire,Brazil,745700399.0,Stub,209.4
39448,Fabiano Silveira,Brazil,745729462.0,Start,209.4
39449,Jerônimo Dix-Sept Rosado,Brazil,745730779.0,Start,209.4
39450,José Vieira Couto de Magalhães,Brazil,745747128.0,Start,209.4
39451,Jerônimo Dix-Huit Rosado,Brazil,745748422.0,Start,209.4
39452,Evaristo da Veiga,Brazil,746054495.0,Stub,209.4
39453,Lindbergh Farias,Brazil,746094227.0,Stub,209.4
39454,Humberto Costa,Brazil,746096776.0,Stub,209.4
39455,Gladson Cameli,Brazil,746097461.0,Stub,209.4
39456,Ciro Nogueira Lima Filho,Brazil,746351704.0,Stub,209.4
39457,Antônio Anastasia,Brazil,746353713.0,Stub,209.4
39458,João Capiberibe,Brazil,746400749.0,Stub,209.4
39459,João Alberto,Brazil,746517104.0,Stub,209.4
39460,Amador Bueno,Brazil,746618220.0,Start,209.4
39461,Joaquim Floriano de Godoy,Brazil,746618286.0,Stub,209.4
39462,Ana de Hollanda,Brazil,746618316.0,Stub,209.4
39463,Cláudio Lembo,Brazil,746618360.0,Stub,209.4
39464,André Franco Montoro,Brazil,746618427.0,Start,209.4
39465,Romeu Tuma,Brazil,746618565.0,Stub,209.4
39466,Harry Forssell,Brazil,746620462.0,Start,209.4
39467,Perseu Abramo,Brazil,746621637.0,Start,209.4
39468,Plínio de Arruda Sampaio,Brazil,746621652.0,C,209.4
39469,José Agripino Maia,Brazil,746721650.0,Start,209.4
39470,Flexa Ribeiro,Brazil,746723705.0,Stub,209.4
39471,Cyro de Freitas Valle,Brazil,746859870.0,Stub,209.4
39472,Salvador de Mendonça,Brazil,746950011.0,Stub,209.4
39473,Izalene Tiene,Brazil,747534003.0,Stub,209.4
39474,Marcelo Miranda,Brazil,747583288.0,Stub,209.4
39475,List of Brazilian oligarchs,Brazil,747731340.0,Start,209.4
39476,João Guilherme Fischer,Brazil,748073459.0,Start,209.4
39477,Francisca Senhorinha da Motta Diniz,Brazil,748480412.0,Stub,209.4
39478,Ildon Marques,Brazil,750646472.0,Stub,209.4
39479,Aureliano Chaves,Brazil,751304796.0,Stub,209.4
39480,João Leite da Silva Neto,Brazil,751786933.0,Start,209.4
39481,Adalberto Pereira dos Santos,Brazil,751951725.0,Stub,209.4
39482,Paulo Souto,Brazil,752349609.0,Stub,209.4
39483,Aureliano Cândido Tavares Bastos,Brazil,752578284.0,Start,209.4
39484,Hildebrando Pompeu Pinto Accioli,Brazil,752790529.0,Start,209.4
39485,Edson Vidigal,Brazil,753353593.0,Stub,209.4
39486,Esperidião Amin,Brazil,753369026.0,Stub,209.4
39487,Casildo Maldaner,Brazil,753369432.0,Stub,209.4
39488,José J. de Sá Freire Alvim,Brazil,753602771.0,Stub,209.4
39489,Alexandre Padilha,Brazil,753753431.0,Stub,209.4
39490,Élcio Álvares,Brazil,754053604.0,Stub,209.4
39491,Alberto da Costa e Silva,Brazil,754865249.0,Stub,209.4
39492,Luiz Henrique da Silveira,Brazil,754882199.0,Stub,209.4
39493,Pedro Taques,Brazil,756894474.0,Stub,209.4
39494,Silval Barbosa,Brazil,756894516.0,Stub,209.4
39495,Newton Cardoso,Brazil,756895021.0,Stub,209.4
39496,Silviano Brandão,Brazil,756895323.0,Stub,209.4
39497,José Fogaça,Brazil,757315112.0,Stub,209.4
39498,Erenice Guerra,Brazil,757562117.0,Start,209.4
39499,Esther Figueiredo Ferraz,Brazil,757562134.0,Start,209.4
39500,"José Manuel da Silva, Baron of Tietê",Brazil,757596669.0,Stub,209.4
39501,Yeda Crusius,Brazil,757618950.0,Stub,209.4
39502,Ramez Tebet,Brazil,757794416.0,Stub,209.4
39503,Toni Reis,Brazil,757797827.0,Start,209.4
39504,Domingos Dutra,Brazil,757867972.0,Stub,209.4
39505,Josemar Sobreiro,Brazil,757868043.0,Stub,209.4
39506,Edmar Hermany,Brazil,758050671.0,Start,209.4
39507,Medeiros e Albuquerque,Brazil,758652000.0,Start,209.4
39508,Geraldo Magela,Brazil,759371574.0,Stub,209.4
39509,"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",Brazil,760129090.0,Start,209.4
39510,Roberto Jaguaribe,Brazil,762574050.0,Stub,209.4
39511,José Linhares,Brazil,763341749.0,Start,209.4
39512,San Tiago Dantas,Brazil,763720744.0,Start,209.4
39513,"Manuel Alves Branco, 2nd Viscount of Caravelas",Brazil,764059217.0,Stub,209.4
39514,Gardênia Ribeiro Gonçalves,Brazil,764406948.0,Stub,209.4
39515,"Irineu Evangelista de Sousa, Viscount of Mauá",Brazil,764499859.0,Start,209.4
39516,João Pimenta da Veiga Filho,Brazil,764646588.0,Stub,209.4
39517,Eduardo Amorim,Brazil,764728717.0,Stub,209.4
39518,Leomar Quintanilha,Brazil,764740611.0,Stub,209.4
39519,Paulo Cesar Farias,Brazil,764884346.0,Start,209.4
39520,Francisco Dornelles,Brazil,764938496.0,Stub,209.4
39521,Jeferson Moreira,Brazil,765717347.0,Stub,209.4
39522,Artur da Távola,Brazil,766185808.0,Start,209.4
39523,Luiz Paulo Conde,Brazil,766296412.0,Stub,209.4
39524,Marcelo Itagiba,Brazil,766298812.0,Stub,209.4
39525,Zacarias de Góis e Vasconcelos,Brazil,766448189.0,Stub,209.4
39526,Benedita da Silva,Brazil,766521075.0,C,209.4
39527,Cid Gomes,Brazil,767045289.0,Stub,209.4
39528,Américo Brasiliense de Almeida Melo,Brazil,767374162.0,Stub,209.4
39529,Beto Mansur,Brazil,768011425.0,Stub,209.4
39530,Francisco Accioly Rodrigues da Costa Filho,Brazil,768065090.0,Stub,209.4
39531,Alfredo Nascimento,Brazil,768688873.0,Stub,209.4
39532,List of Senators in Brazil,Brazil,768816059.0,Start,209.4
39533,Davi Alcolumbre,Brazil,769017752.0,Stub,209.4
39534,José Eduardo Dutra,Brazil,769217775.0,Stub,209.4
39535,José Genoíno,Brazil,769652775.0,Stub,209.4
39536,Delúbio Soares,Brazil,769653041.0,Stub,209.4
39537,João Paulo Cunha,Brazil,769653327.0,Stub,209.4
39538,Hildebrando Pascoal,Brazil,769654462.0,Start,209.4
39539,Fábio Câmara,Brazil,769681096.0,Stub,209.4
39540,Lasier Martins,Brazil,769702847.0,Stub,209.4
39541,Ronaldo Caiado,Brazil,769707972.0,Start,209.4
39542,Moreira Franco,Brazil,769857620.0,Stub,209.4
39543,Joaquim Nabuco,Brazil,770284648.0,Start,209.4
39544,José Maria Alkmin,Brazil,770832453.0,Stub,209.4
39545,Marco Maia,Brazil,771021366.0,Stub,209.4
39546,Afonso de Albuquerque Maranhão,Brazil,771356216.0,Stub,209.4
39547,Romero Jucá,Brazil,771703338.0,Start,209.4
39548,Marcelo Calero,Brazil,771895173.0,Stub,209.4
39549,Tião Viana,Brazil,772645433.0,Stub,209.4
39550,Wellington Fagundes,Brazil,772650414.0,Stub,209.4
39551,Henrique Pizzolato,Brazil,773188616.0,Start,209.4
39552,Henrique Valle,Brazil,773188788.0,Stub,209.4
39553,Luiza Erundina,Brazil,773761673.0,Start,209.4
39554,Walter Pinheiro,Brazil,773786156.0,Stub,209.4
39555,Luiza Helena de Bairros,Brazil,774526754.0,Stub,209.4
39556,José Plácido de Castro,Brazil,774669198.0,B,209.4
39557,Rosane Ferreira,Brazil,774675690.0,Start,209.4
39558,Valdemar Costa Neto,Brazil,775155367.0,Stub,209.4
39559,Ibrahim Abi-Ackel,Brazil,775174119.0,Stub,209.4
39560,Moacir Feitosa,Brazil,775280087.0,Stub,209.4
39561,José Marcelino Pessoa de Vasconcellos,Brazil,775358826.0,Stub,209.4
39562,Mario Pinotti,Brazil,775690095.0,Start,209.4
39563,Telmário Mota,Brazil,775894486.0,Stub,209.4
39564,Elmano Férrer,Brazil,775950604.0,Stub,209.4
39565,"João Lustosa da Cunha Paranaguá, Marquis of Paranaguá",Brazil,776061649.0,Stub,209.4
39566,Antônio José de Moraes Souza Filho,Brazil,776166753.0,Stub,209.4
39567,Jaques Wagner,Brazil,776182803.0,Start,209.4
39568,Jorge Viana,Brazil,776243021.0,Stub,209.4
39569,John Cain Carter,Brazil,776941193.0,Stub,209.4
39570,Augusto Severo de Albuquerque Maranhão,Brazil,777329756.0,Stub,209.4
39571,Jorge Bornhausen,Brazil,777443274.0,Start,209.4
39572,José Maria de Almeida,Brazil,777612187.0,Stub,209.4
39573,João Amazonas,Brazil,777649850.0,Stub,209.4
39574,Saney Sampaio,Brazil,778203838.0,Stub,209.4
39575,José Reinaldo Tavares,Brazil,778420488.0,Stub,209.4
39576,Alexandre Kalil,Brazil,778442800.0,Start,209.4
39577,Lily Marinho,Brazil,779287239.0,Start,209.4
39578,Pedro Alcantara de Souza,Brazil,779288066.0,Stub,209.4
39579,Theolinda Olympio de Araújo,Brazil,779369514.0,Stub,209.4
39580,José Roberto Magalhães Teixeira,Brazil,779744666.0,Start,209.4
39581,Delfim Moreira,Brazil,780351387.0,Start,209.4
39582,List of female state governors in Brazil,Brazil,780951846.0,Stub,209.4
39583,Germano Rigotto,Brazil,781250904.0,Stub,209.4
39584,Paulo Bernardo,Brazil,781829413.0,Stub,209.4
39585,Raul Bopp,Brazil,781908507.0,Stub,209.4
39586,Roberto Freire,Brazil,782234891.0,Stub,209.4
39587,Marcia Dangremon,Brazil,782508289.0,Stub,209.4
39588,Luiz Mott,Brazil,782550473.0,Start,209.4
39589,Maria do Rosário,Brazil,782589908.0,B,209.4
39590,Zezé Perrella,Brazil,783001348.0,Start,209.4
39591,Ilan Goldfajn,Brazil,783114542.0,Stub,209.4
39592,Zélia Cardoso de Mello,Brazil,783160789.0,C,209.4
39593,"Marcos Antônio de Araújo, 2nd Baron of Itajubá",Brazil,783392814.0,Stub,209.4
39594,Rui Falcão,Brazil,783668645.0,Stub,209.4
39595,Delcídio do Amaral,Brazil,783847796.0,Stub,209.4
39596,José Reinaldo de Lima,Brazil,784155995.0,Start,209.4
39597,Noel Charles,Brazil,784787281.0,Start,209.4
39598,Floriano Peixoto,Brazil,785172697.0,Start,209.4
39599,Augusto Tasso Fragoso,Brazil,785173649.0,Stub,209.4
39600,Márcio Melo,Brazil,785174877.0,Stub,209.4
39601,Randolfe Rodrigues,Brazil,785284435.0,Stub,209.4
39602,Ricardo Ferraço,Brazil,785412993.0,Stub,209.4
39603,Pedro Aleixo,Brazil,785680494.0,Stub,209.4
39604,Róbson,Brazil,785684189.0,Start,209.4
39605,Cesário Alvim,Brazil,786041621.0,Stub,209.4
39606,João Urbano Pessoa de Vasconcelos Suassuna,Brazil,786272229.0,Start,209.4
39607,Júlio Prates de Castilhos,Brazil,786412819.0,Stub,209.4
39608,Heloísa Helena (politician),Brazil,786798101.0,C,209.4
39609,Carina Vitral,Brazil,786991987.0,Stub,209.4
39610,Abdias do Nascimento,Brazil,787355217.0,Start,209.4
39611,Antonio Palocci,Brazil,787654771.0,Start,209.4
39612,André Rebouças,Brazil,787707621.0,Start,209.4
39613,Roberto Gurgel,Brazil,787823857.0,Stub,209.4
39614,Rosângela Matheus,Brazil,787854038.0,C,209.4
39615,Rui Barbosa,Brazil,787889098.0,C,209.4
39616,João Clemente Baena Soares,Brazil,788007302.0,Stub,209.4
39617,Alberto Goldman,Brazil,788214505.0,Start,209.4
39618,Reinaldo Azambuja,Brazil,788413287.0,Stub,209.4
39619,Astrojildo Pereira,Brazil,788417583.0,Stub,209.4
39620,Altino Arantes Marques,Brazil,788702003.0,Start,209.4
39621,Micarla de Sousa,Brazil,788867993.0,Stub,209.4
39622,José Joaquim Cardoso de Melo Neto,Brazil,789279073.0,Stub,209.4
39623,Armando de Sales Oliveira,Brazil,789279371.0,Stub,209.4
39624,Valdomiro Castilho de Lima,Brazil,789279824.0,Start,209.4
39625,Pedro Manuel de Toledo,Brazil,789280740.0,Stub,209.4
39626,Marco Maciel,Brazil,789369149.0,Start,209.4
39627,Enéas Carneiro,Brazil,789466851.0,C,209.4
39628,"Antônio de Queirós Teles, Baron of Jundiaí",Brazil,789499747.0,Stub,209.4
39629,Ivo Cassol,Brazil,789543329.0,Stub,209.4
39630,José Melo de Oliveira,Brazil,789544028.0,Stub,209.4
39631,Arlindo Chinaglia,Brazil,789725965.0,Stub,209.4
39632,Franklin Távora,Brazil,789922672.0,Start,209.4
39633,João Pessoa Cavalcanti de Albuquerque,Brazil,789995780.0,Start,209.4
39634,Roberto Cláudio,Brazil,790039112.0,Stub,209.4
39635,Sebastião do Rego Barros Netto,Brazil,790039172.0,Start,209.4
39636,Divaldo Suruagy,Brazil,790039176.0,Stub,209.4
39637,Paulo Câmara,Brazil,790039183.0,Stub,209.4
39638,Renan Filho,Brazil,790039185.0,Stub,209.4
39639,Paulo Barreto Menezes,Brazil,790039188.0,Stub,209.4
39640,Rodrigo Rollemberg,Brazil,790039192.0,Stub,209.4
39641,João Verle,Brazil,790039193.0,Stub,209.4
39642,Beni Veras,Brazil,790039201.0,Stub,209.4
39643,Jackson Barreto,Brazil,790039204.0,Stub,209.4
39644,Camilo Capiberibe,Brazil,790071028.0,Stub,209.4
39645,José Viegas Filho,Brazil,790494592.0,Start,209.4
39646,Raimundo Monteiro,Brazil,790951076.0,Stub,209.4
39647,Miguel Arraes,Brazil,790953394.0,Start,209.4
39648,Francisco Pereira Passos,Brazil,791474639.0,Start,209.4
39649,Gérson Bergher,Brazil,791490380.0,Start,209.4
39650,Binho Marques,Brazil,791492596.0,Stub,209.4
39651,Eduardo Paes,Brazil,791706644.0,Stub,209.4
39652,Marco Aurélio Garcia,Brazil,791712278.0,Start,209.4
39653,Aurélio Miguel,Brazil,791739712.0,Start,209.4
39654,Celso Lafer,Brazil,791827547.0,Start,209.4
39655,José Fortunati,Brazil,791874707.0,Stub,209.4
39656,Ariano Fernandes,Brazil,792170077.0,Stub,209.4
39657,Valdir Raupp,Brazil,792190290.0,Stub,209.4
39658,Confúcio Moura,Brazil,792190328.0,Stub,209.4
39659,João Vaccari Neto,Brazil,792203469.0,Start,209.4
39660,José Dirceu,Brazil,792382412.0,C,209.4
39661,Bueno de Paiva,Brazil,792558522.0,Stub,209.4
39662,Wilson Martins,Brazil,792802653.0,Stub,209.4
39663,Wellington Dias,Brazil,792812707.0,Stub,209.4
39664,Carlos Antônio da Rocha Paranhos,Brazil,793175042.0,Stub,209.4
39665,Carlos de Campos,Brazil,793186559.0,Start,209.4
39666,Eunício Oliveira,Brazil,793308508.0,Stub,209.4
39667,Luís Inácio Adams,Brazil,793333888.0,Stub,209.4
39668,Celso Pitta,Brazil,793444580.0,Start,209.4
39669,Pedro Simon,Brazil,793653769.0,Stub,209.4
39670,José Ivo Sartori,Brazil,793653856.0,Start,209.4
39671,Tarso Genro,Brazil,793654576.0,Start,209.4
39672,Eduardo Braide,Brazil,793863847.0,Stub,209.4
39673,Kátia Abreu,Brazil,793882257.0,Stub,209.4
39674,Eduardo Lopes (politician),Brazil,793882540.0,Stub,209.4
39675,José Janene,Brazil,793925565.0,C,209.4
39676,Marcio Lacerda,Brazil,793987031.0,Stub,209.4
39677,Garibaldi Alves Filho,Brazil,794152030.0,Start,209.4
39678,Francisca Praguer Fróes,Brazil,794237422.0,Stub,209.4
39679,Matilde Ribeiro,Brazil,794240827.0,Stub,209.4
39680,Yara Yavelberg,Brazil,794242730.0,Stub,209.4
39681,Celso Daniel,Brazil,794244715.0,B,209.4
39682,Clara Ant,Brazil,794569207.0,Stub,209.4
39683,Humberto de Alencar Castelo Branco,Brazil,794624253.0,C,209.4
39684,Maria da Conceição Tavares,Brazil,794929001.0,Stub,209.4
39685,Luiz Eduardo Greenhalgh,Brazil,794929225.0,Stub,209.4
39686,Esther Pillar Grossi,Brazil,794929298.0,Stub,209.4
39687,Alessandro Molon,Brazil,794929563.0,Stub,209.4
39688,Adão Pretto,Brazil,794929617.0,Stub,209.4
39689,Jilmar Tatto,Brazil,794929664.0,Stub,209.4
39690,Otávio Mangabeira,Brazil,794929965.0,Stub,209.4
